1680230971,-564.941,-548.34,-6.836,93.75
1680230971,-735.352,-1000,8.301,60.547
1680230971,33.203,-616.699,-38.086,-130.859
1680230971,705.078,827.637,-75.684,-129.883
1680230971,499.512,976.562,-68.848,-44.922
1680230971,-497.07,-465.82,-26.855,45.898
1680230971,-819.336,-1000,4.395,55.664
1680230971,-56.152,-692.871,-23.926,-101.562
1680230971,673.828,723.633,-62.5,-120.605
1680230971,563.965,-918.945,-58.105,-11.23
1680230971,-359.375,-256.348,-17.578,69.824
1680230971,-799.805,-1000,-4.883,87.402
1680230971,-799.805,-1000,-4.883,87.402
1680230971,-114.746,-749.023,-72.754,-63.477
1680230971,663.086,639.648,-84.961,-116.211
1680230971,636.719,-856.445,-24.414,-39.551
1680230971,-239.258,-21.484,16.602,25.391
1680230971,-828.125,-1000,25.391,91.309
1680230971,-276.855,-826.66,-14.16,-39.551
1680230971,566.895,560.547,-49.316,-136.23
1680230971,701.66,-824.219,-51.27,-62.012
1680230971,-84.473,231.934,-35.156,28.809
1680230971,-837.891,-1000,-2.441,95.703
1680230971,-416.504,-920.41,-24.902,-37.109
1680230971,475.586,473.633,-76.66,-150.879
1680230971,719.727,-821.777,-84.473,-81.543
1680230971,26.855,480.957,-48.828,9.766
1680230971,-802.734,-882.324,0.488,94.238
1680230971,-485.352,-1000,0.977,-15.137
1680230971,405.273,381.836,-49.805,-153.32
1680230971,758.789,-849.121,-79.59,-62.012
1680230971,174.805,749.023,-47.852,6.836
1680230971,-750,-653.32,4.395,65.918
1680230971,-620.117,-1000,14.648,12.695
1680230971,270.996,230.469,-25.879,-134.766
1680230971,783.691,-875.488,-41.992,-103.027
1680230971,300.781,806.641,-29.785,-30.273
1680230971,-690.43,-573.242,1.953,59.082
1680230971,-670.41,-1000,8.789,24.414
1680230971,183.594,-72.266,-37.109,-126.465
1680230971,753.906,-946.777,-52.734,-104.492
1680230971,394.043,829.59,-31.738,-12.695
1680230971,-616.699,-550.293,5.371,87.402
1680230971,-740.234,-1000,22.461,61.523
1680230971,84.473,-523.438,-25.391,-117.676
1680230971,729.98,878.906,-62.012,-103.027
1680230971,486.816,944.824,-48.34,-18.555
1680230971,-504.395,-487.793,-14.16,49.316
1680230971,-789.551,-1000,0.488,58.594
1680230971,521.973,995.605,-40.527,-42.969
1680230971,-468.75,-431.641,-6.348,39.551
1680230971,-822.266,-1000,12.695,46.875
1680230971,-86.914,-711.914,-34.18,-106.445
1680230971,677.246,684.57,-63.477,-125.488
1680230971,594.727,-883.789,-57.129,-31.25
1680230971,-337.891,-155.762,-35.156,29.297
1680230971,-843.262,-1000,3.418,70.801
1680230971,-219.238,-783.203,-19.043,-72.266
1680230971,616.699,606.934,-56.641,-142.09
1680230971,679.688,-844.727,-45.898,-52.246
1680230971,-191.895,41.992,-5.859,24.902
1680230971,-878.418,-1000,26.855,66.406
1680230971,-355.957,-846.191,1.465,-62.012
1680230971,553.223,548.34,-39.062,-142.578
1680230971,728.027,-822.754,-51.758,-27.832
1680230971,-43.945,268.555,-38.086,58.594
1680230971,-798.34,-1000,-12.207,93.262
1680230971,-433.594,-937.988,-30.273,-31.25
1680230971,464.844,451.66,-71.777,-134.766
1680230971,768.555,-831.055,-65.43,-38.574
1680230971,84.473,600.586,-28.32,16.602
1680230971,-797.852,-799.316,17.578,70.312
1680230971,-545.41,-1000,4.883,-11.23
1680230971,354.98,367.676,-36.133,-126.953
1680230971,761.23,-855.957,-49.805,-66.895
1680230971,202.637,787.598,-45.41,-9.277
1680230971,-755.371,-618.164,-15.137,71.289
1680230971,-638.672,-1000,-10.254,-5.859
1680230971,255.859,209.961,-51.758,-130.859
1680230971,777.832,-879.883,-69.336,-78.125
1680230971,332.031,804.688,-51.758,0
1680230971,-672.363,-565.43,-7.812,94.238
1680230971,-696.289,-1000,4.883,35.645
1680230971,145.996,-168.457,-35.645,-126.465
1680230971,764.16,-976.562,-51.758,-104.98
1680230971,440.43,846.68,-37.109,-25.391
1680230971,-577.637,-541.992,-11.23,52.246
1680230971,-757.812,-1000,12.695,51.27
1680230971,23.926,-617.188,-23.438,-101.562
1680230971,721.191,826.66,-63.965,-126.953
1680230971,522.461,977.539,-63.477,-38.086
1680230971,-479.98,-464.355,-32.227,68.848
1680230971,-826.172,-1000,-5.859,58.105
1680230971,-96.68,-701.172,-24.414,-93.75
1680230971,688.965,713.379,-47.363,-103.516
1680230971,604.004,-914.062,-41.504,-37.598
1680230971,-357.91,-248.047,-9.277,23.926
1680230971,-846.191,-1000,15.625,61.523
1680230971,-187.5,-756.836,-10.254,-73.73
1680230971,648.926,629.883,-49.316,-129.883
1680230971,670.898,-853.516,-52.246,-39.551
1680230971,-213.867,-7.812,-30.762,22.949
1680230971,-853.516,-1000,-8.789,77.637
1680230971,-316.406,-828.613,-19.043,-38.574
1680230971,570.801,560.059,-49.805,-163.086
1680230971,713.379,-824.219,-59.57,-79.59
1680230971,-89.355,250,-39.551,24.414
1680230971,-863.281,-1000,-6.836,77.148
1680230971,-436.035,-915.039,-8.789,-32.227
1680230971,487.793,486.816,-39.551,-129.883
1680230971,753.418,-825.684,-42.48,-65.918
1680230971,42.48,504.395,-15.625,17.578
1680230971,-823.242,-870.117,12.695,80.566
1680230971,-515.625,-1000,1.465,-44.922
1680230971,399.902,402.832,-36.621,-145.02
1680230971,761.23,-852.539,-53.223,-53.223
1680230971,128.906,653.32,-40.039,6.836
1680230971,-776.855,-689.941,-5.859,79.102
1680230971,-600.586,-1000,-4.883,-13.672
1680230971,300.293,260.742,-47.363,-148.438
1680230971,804.199,-866.699,-57.129,-74.219
1680230971,314.941,803.223,-44.922,-4.395
1680230971,-694.824,-573.73,-31.25,59.57
1680230971,-693.359,-1000,-22.461,21.973
1680230971,183.594,-48.828,-41.504,-112.305
1680230971,786.133,-940.918,-40.527,-71.777
1680230971,435.059,826.66,-18.066,11.719
1680230971,-605.469,-548.828,10.742,72.754
1680230971,-759.277,-1000,18.066,4.395
1680230971,48.828,-528.32,-23.438,-148.438
1680230971,721.191,875.977,-52.734,-83.984
1680230971,492.188,944.336,-50.293,-12.207
1680230971,-511.23,-490.234,-19.043,24.414
1680230971,-819.824,-1000,1.953,27.344
1680230971,-87.402,-687.5,-27.344,-109.375
1680230971,685.547,736.328,-50.293,-107.91
1680230971,598.633,-933.594,-49.316,-25.879
1680230971,-390.137,-297.363,-29.785,35.156
1680230971,-874.512,-1000,-5.859,34.18
1680230971,-187.012,-736.816,-30.273,-134.766
1680230971,624.512,655.762,-59.57,-147.461
1680230971,617.676,-865.723,-44.922,-44.434
1680230971,-282.715,-70.801,-19.531,13.184
1680230971,-883.301,-1000,-19.043,36.133
1680230971,-284.668,-792.48,-49.316,-110.84
1680230971,587.891,594.727,-71.289,-128.418
1680230971,697.754,-833.496,-62.012,-40.039
1680230971,-128.906,174.316,-30.762,-5.371
1680230971,-868.652,-1000,3.906,26.367
1680230971,-399.902,-885.254,-2.93,-98.633
1680230971,497.559,510.742,-45.898,-168.945
1680230971,730.469,-823.73,-62.012,-70.312
1680230971,6.836,464.844,-46.387,19.043
1680230971,-845.703,-905.762,-16.602,60.547
1680230971,-503.906,-993.164,-11.23,-56.152
1680230971,424.316,428.711,-37.109,-132.324
1680230971,760.742,-841.309,-49.316,-48.828
1680230971,147.461,682.617,-36.133,20.996
1680230971,-783.203,-724.609,-0.977,88.379
1680230971,-606.445,-1000,4.883,-13.184
1680230971,303.711,319.336,-41.504,-150.391
1680230971,770.02,-863.281,-62.012,-86.426
1680230971,265.625,804.199,-55.176,-22.461
1680230972,-745.605,-582.52,-27.344,36.621
1680230972,-712.891,-1000,-9.277,-16.602
1680230972,227.051,100.098,-41.504,-142.09
1680230972,769.043,-889.648,-56.152,-103.516
1680230972,349.121,811.035,-34.18,-36.621
1680230972,-676.758,-547.363,1.953,41.992
1680230972,-824.707,-1000,2.441,-17.09
1680230972,16.602,-358.398,-34.668,-198.73
1680230972,713.867,949.219,-39.062,-158.691
1680230972,423.828,904.297,-45.898,-88.867
1680230972,-640.137,-501.953,-27.344,-30.762
1680230972,-906.25,-1000,-5.371,-55.664
1680230972,-147.949,-648.926,-42.969,-225.098
1680230972,587.402,773.438,-53.223,-226.074
1680230972,447.754,-944.824,-20.02,-119.141
1680230972,-550.293,-325.195,4.883,-73.73
1680230972,-984.375,-1000,4.883,-90.82
